	name2	chrom	cdsStart	cdsEnd
1364402	RBP3	chr10	47348363	47357881
1364416	ZNF488	chr10	47365496	47384293
1364437	ANXA8	chr10	47460162	47484158
1364589	FAM25G	chr10	47487219	47491693
1364605	AL591684.1	chr10	47496212	47502195
1364609	AGAP9	chr10	47501854	47523638
1364631	LINC02675	chr10	47588681	47619480
1364646	FO681492.1	chr10	47750864	47763592
1364706	AC245041.2	chr10	47908064	47991877
1364724	NPY4R2	chr10	47918739	47923524
1364745	AC245041.1	chr10	47970043	47973496
1364749	FAM25C	chr10	47995322	47999791
1364761	FRMPD2	chr10	48153088	48274696
1365091	AC074325.1	chr10	48246525	48248512
1365095	MAPK8	chr10	48306639	48439360
1365363	ARHGAP22	chr10	48446034	48656265
1365565	ARHGAP22-IT1	chr10	48510525	48511589
1365569	AC068898.2	chr10	48624004	48625093
1365573	AC068898.1	chr10	48664199	48672424
1365577	WDFY4	chr10	48684876	48982956
1365775	AC035139.2	chr10	48835541	48845945
1365779	AC035139.1	chr10	48878022	48878649
1365783	AC060234.3	chr10	48883955	48935213
1365788	LRRC18	chr10	48909483	48914232
1365798	AC060234.2	chr10	48976554	48993046
1365809	AC060234.1	chr10	48984564	49018897
1365813	VSTM4	chr10	49014236	49115522
1365849	FAM170B-AS1	chr10	49121839	49151547
1365872	FAM170B	chr10	49131154	49134008
1365882	TMEM273	chr10	49154725	49188585
1365993	C10orf71-AS1	chr10	49296112	49299018
1366000	C10orf71	chr10	49299170	49327492
1366015	DRGX	chr10	49364181	49396016
1366052	AL138760.1	chr10	49419277	49472903
1366056	ERCC6	chr10	49454470	49539538
1366230	CHAT	chr10	49609095	49665104
1366520	SLC18A3	chr10	49610310	49612720
1366528	C10orf53	chr10	49679651	49710261
1366573	OGDHL	chr10	49734641	49762379
1366734	PARG	chr10	49818279	49970203
1366897	TIMM23B	chr10	49942049	49974850
1366960	TIMM23B-AGAP6	chr10	49942056	50011654
1367006	AL442003.1	chr10	49981420	49988899
1367012	AGAP6	chr10	49982190	50010499
1367063	WASHC2A	chr10	50067888	50133509
1367466	ASAH2	chr10	50182778	50279720
1367710	SGMS1	chr10	50305586	50625163
1367845	AC069547.2	chr10	50325697	50341585
1367850	AL117341.1	chr10	50472814	50474246
1367854	SGMS1-AS1	chr10	50623466	50641451
1367868	AL589794.2	chr10	50736078	50739434
1367872	ASAH2B	chr10	50739318	50816495
1367987	A1CF	chr10	50799409	50885675
1368238	AL512366.1	chr10	50822692	50824525
1368244	AL731537.2	chr10	50964270	50965220
1368247	PRKG1	chr10	50990888	52298423
1368457	AL731537.1	chr10	51062579	51068553
1368461	AC022537.1	chr10	51244894	51245806
1368466	AC069079.1	chr10	51302566	51306709
1368470	CSTF2T	chr10	51695486	51699595
1368478	PRKG1-AS1	chr10	52230398	52314507
1368519	DKK1	chr10	52314281	52318042
1368545	LNCAROD	chr10	52450874	52755507
1368573	MBL2	chr10	52765380	52771700
1368587	AC073174.1	chr10	52946431	52955585
1368591	LINC02672	chr10	52972612	53030024
1368608	AC036101.1	chr10	53291072	53311065
1368612	PCDH15	chr10	53802771	55627942
1370622	AL353784.1	chr10	54486230	54656051
1370630	AC051618.1	chr10	54864674	54869122
1370634	AC016822.1	chr10	55247755	55597233
1370640	AL355314.1	chr10	55468327	55469222
1370644	AL355314.2	chr10	55506219	55513217
1370648	MTRNR2L5	chr10	55599042	55600728
1370656	ZWINT	chr10	56357227	56361273
1370788	AC010996.1	chr10	56361479	56364714
1370792	IPMK	chr10	58191517	58267894
1370810	CISD1	chr10	58269162	58289586
1370837	AC016396.1	chr10	58304553	58305621
1370841	AC016396.2	chr10	58325614	58327030
1370844	UBE2D1	chr10	58334979	58370751
1370887	TFAM	chr10	58385345	58399220
1370948	BICC1	chr10	58512872	58831435
1371024	LINC00844	chr10	58999482	59066396
1371080	PHYHIPL	chr10	59176643	59247774
1371131	FAM13C	chr10	59246130	59363181
1371515	AC025038.1	chr10	59282147	59282835
1371519	AL355474.1	chr10	59357007	59364075
1371524	AC026391.1	chr10	59578467	59650345
1371542	SLC16A9	chr10	59650761	59736002
1371581	MRLN	chr10	59736692	59756041
1371667	CCDC6	chr10	59788747	59906556
1371698	LINC01553	chr10	59955430	59960913
1371708	ANK3	chr10	60026298	60733490
1372441	AL592430.1	chr10	60050668	60060743
1372448	AL592430.2	chr10	60139912	60140877
1372452	ANK3-DT	chr10	60734342	60741828
1372456	CDK1	chr10	60778331	60794852
1372585	RHOBTB1	chr10	60869438	61001440
1372657	LINC00845	chr10	61016275	61026420
1372661	TMEM26	chr10	61406642	61453381
1372731	TMEM26-AS1	chr10	61452639	61481956
1372736	AL356952.1	chr10	61493843	61496499
1372740	CABCOCO1	chr10	61662961	61766766
1372790	AL451049.1	chr10	61684892	61685388
1372793	LINC02625	chr10	61781745	61821246
1372800	ARID5B	chr10	61901684	62096944
1372864	RTKN2	chr10	62183035	62268844
1372932	LINC02621	chr10	62289521	62304033
1372937	AC024597.1	chr10	62339553	62375166
1372962	ZNF365	chr10	62374192	62670301
1373023	AC067752.1	chr10	62520448	62672011
1373070	AC067751.1	chr10	62682652	62805887
1373080	ADO	chr10	62804720	62808479
1373088	EGR2	chr10	62811996	62919900
1373143	AL590502.1	chr10	63123929	63125587
1373148	NRBF2	chr10	63133247	63155031
1373173	JMJD1C	chr10	63167221	63521850
1373417	JMJD1C-AS1	chr10	63465229	63466563
1373420	REEP3	chr10	63521401	63625128
1373457	AC022387.2	chr10	63630672	63655769
1373462	AC013287.1	chr10	63664664	64693446
1373485	AC012558.1	chr10	64036345	64037280
1373489	LINC02671	chr10	64901136	65017639
1373497	AL513321.2	chr10	65123667	65141185
1373505	AL592466.1	chr10	65271319	65315080
1373516	LINC01515	chr10	65570338	65880289
1373801	CTNNA3	chr10	65912523	67696195
1373880	AC022017.1	chr10	66079243	66118326
1373887	LRRTM3	chr10	66926036	67101551
1373907	AL139240.1	chr10	67052609	67055028
1373911	DNAJC12	chr10	67796669	67838188
1373983	AL133551.1	chr10	67849525	67850746
1373986	SIRT1	chr10	67884656	67918390
1374077	HERC4	chr10	67921899	68075348
1374461	MYPN	chr10	68106117	68212017
1374673	ATOH7	chr10	68230595	68232113
1374681	LINC02640	chr10	68233251	68242379
1374689	PBLD	chr10	68282660	68333049
1374803	HNRNPH3	chr10	68331174	68343191
1374915	RUFY2	chr10	68341107	68407294
1375154	DNA2	chr10	68414064	68472121
1375375	SLC25A16	chr10	68477998	68527523
1375469	TET1	chr10	68560337	68694487
1375499	AL513534.2	chr10	68698500	68700794
1375502	CCAR1	chr10	68721012	68792377
1375994	STOX1	chr10	68827531	68895432
1376057	AL359844.1	chr10	68896920	68900768
1376061	DDX50	chr10	68901286	68946847
1376196	DDX21	chr10	68956170	68985068
1376267	KIF1BP	chr10	68988721	69043544
1376490	SRGN	chr10	69088103	69104805
1376505	VPS26A	chr10	69123512	69174412
1376636	SUPV3L1	chr10	69180234	69209099
1376718	AL596223.1	chr10	69215333	69232490
1376725	HKDC1	chr10	69220332	69267552
1376773	AL596223.2	chr10	69265342	69268148
1376777	HK1	chr10	69269984	69401884
1377204	TACR2	chr10	69403903	69416918
1377247	TSPAN15	chr10	69451465	69507666
1377320	AC016821.1	chr10	69510166	69544257
1377325	NEUROG3	chr10	69571698	69573422
1377335	AL450311.1	chr10	69575807	69577154
1377339	FAM241B	chr10	69630247	69633596
1377368	LINC02651	chr10	69684899	69692452
1377374	COL13A1	chr10	69801867	69964275
1378233	LINC02636	chr10	69994276	70019496
1378262	H2AFY2	chr10	70052846	70112282
1378303	AIFM2	chr10	70098223	70132934
1378378	TYSND1	chr10	70137981	70146700
1378410	SAR1A	chr10	70147289	70170523
1378527	PPA1	chr10	70202835	70233911
1378606	NPFFR1	chr10	70247329	70284004
1378620	LRRC20	chr10	70298970	70382650
1378717	EIF4EBP2	chr10	70404145	70428618
1378729	NODAL	chr10	70431936	70447951
1378750	PALD1	chr10	70478767	70568450
1378796	PRF1	chr10	70597348	70602759
1378833	ADAMTS14	chr10	70672506	70762441
1378931	TBATA	chr10	70771239	70785401
1378989	SGPL1	chr10	70815948	70881184
1379074	PCBD1	chr10	70882280	70888565
1379097	AC073176.2	chr10	70927055	71077810
1379104	AC073176.1	chr10	70929925	70932057
1379108	LINC02622	chr10	70939036	70955947
1379122	UNC5B	chr10	71212570	71302864
1379199	UNC5B-AS1	chr10	71217224	71218228
1379206	SLC29A3	chr10	71319259	71381423
1379413	CDH23	chr10	71396920	71815947
1380354	CDH23-AS1	chr10	71508153	71511873
1380359	C10orf105	chr10	71711701	71737824
1380378	VSIR	chr10	71747556	71773520
1380407	PSAP	chr10	71816298	71851325
1380517	AC073370.1	chr10	71878356	71879107
1380521	CHST3	chr10	71964395	72013558
1380533	AC022392.1	chr10	72053294	72054037
1380536	SPOCK2	chr10	72059034	72089032
1380658	ASCC1	chr10	72096032	72217134
1381112	ANAPC16	chr10	72216000	72235860
1381160	DDIT4	chr10	72273924	72276036
1381178	DDIT4-AS1	chr10	72274915	72275980
1381182	DNAJB12	chr10	72332830	72355149
1381291	MICU1	chr10	72367327	72626191
1381537	AC091769.2	chr10	72467749	72473304
1381541	AL513185.1	chr10	72501746	72502956
1381545	MCU	chr10	72692131	72887694
1381714	AC016542.1	chr10	72766560	72767052
1381717	OIT3	chr10	72893584	72933036
1381762	PLA2G12B	chr10	72934762	72954806
1381776	P4HA1	chr10	73007217	73096974
1381955	AL731563.2	chr10	73071295	73074008
1381959	AL731563.3	chr10	73098044	73101297
1381963	NUDT13	chr10	73110375	73131828
1382109	AC016394.2	chr10	73124573	73125532
1382114	ECD	chr10	73130155	73169055
1382285	FAM149B1	chr10	73168119	73244504
1382391	DNAJC9	chr10	73183362	73248268
1382418	DNAJC9-AS1	chr10	73247360	73276984
1382427	MRPS16	chr10	73248843	73252693
1382462	AC016394.1	chr10	73252791	73254349
1382473	CFAP70	chr10	73253759	73358859
1382718	ANXA7	chr10	73375101	73414076
1382809	AL512656.1	chr10	73381433	73383496
1382813	MSS51	chr10	73423579	73433561
1382869	PPP3CB	chr10	73436428	73496024
1383019	PPP3CB-AS1	chr10	73495525	73520070
1383102	USP54	chr10	73497538	73625953
1383361	AC073389.1	chr10	73625996	73626790
1383364	AC073389.3	chr10	73630556	73631490
1383367	MYOZ1	chr10	73631612	73641474
1383385	SYNPO2L	chr10	73644881	73663803
1383417	AC073389.2	chr10	73653980	73675450
1383431	AGAP5	chr10	73674285	73698159
1383504	AC022400.4	chr10	73703735	73713581
1383512	SEC24C	chr10	73744372	73772161
1383737	FUT11	chr10	73772276	73780251
1383766	CHCHD1	chr10	73782047	73783652
1383787	ZSWIM8	chr10	73785582	73801797
1384347	ZSWIM8-AS1	chr10	73796514	73801399
1384353	NDST2	chr10	73801911	73811798
1384464	CAMK2G	chr10	73812501	73874591
1384907	AC022400.1	chr10	73813518	73814737
1384911	AC022400.2	chr10	73841833	73847115
1384915	PLAU	chr10	73909177	73917496
1384991	C10orf55	chr10	73909969	73922777
1385011	VCL	chr10	73995193	74121363
1385192	AL596247.1	chr10	74005137	74027915
1385196	AP3M1	chr10	74120255	74151063
1385251	ADK	chr10	74151202	74709963
1385558	AC022540.1	chr10	74506081	74530553
1385573	AC063962.1	chr10	74821610	74822130
1385576	KAT6B	chr10	74824927	75032624
1386509	AC018511.2	chr10	75003055	75025174
1386513	AC018511.1	chr10	75023475	75024251
1386517	DUPD1	chr10	75037836	75058514
1386528	AC018511.5	chr10	75041876	75055754
1386534	DUSP13	chr10	75094432	75109221
1386754	SAMD8	chr10	75099586	75182123
1386851	VDAC2	chr10	75210154	75231448
1387050	COMTD1	chr10	75233641	75236030
1387111	ZNF503-AS1	chr10	75243568	75373500
1387240	AC010997.3	chr10	75279726	75401246
1387251	ZNF503	chr10	75397830	75401764
1387261	ZNF503-AS2	chr10	75401519	75408982
1387280	AC010997.5	chr10	75408973	75409326
1387283	AC010997.4	chr10	75409142	75411842
1387288	AC010997.2	chr10	75430571	75431588
1387292	LRMDA	chr10	75431624	76560168
1387395	AL589863.2	chr10	75592644	75628120
1387399	AL589863.1	chr10	75642476	75643106
1387402	AL731568.1	chr10	75742740	75743755
1387406	AC013286.1	chr10	76437408	76438775
1387410	AC024603.1	chr10	76558350	76560994
1387414	KCNMA1	chr10	76869601	77638369
1391791	KCNMA1-AS1	chr10	76888044	76980624
1391832	KCNMA1-AS2	chr10	77147652	77150100
1391839	AL731575.1	chr10	77313941	77315694
1391843	KCNMA1-AS3	chr10	77354404	77376613
1391850	AL450306.1	chr10	77782866	77793176
1391858	DLG5	chr10	77790791	77926755
1392113	AL391421.1	chr10	77866875	77869610
1392117	DLG5-AS1	chr10	77927372	77929824
1392123	POLR3A	chr10	77969251	78029515
1392241	RPS24	chr10	78033760	78056813
1392439	AL731555.1	chr10	78176928	78178186
1392442	AC012560.1	chr10	78179174	78675109
1392457	LINC00595	chr10	78179185	78551355
1392551	AC010163.3	chr10	78288059	78290565
1392555	AC010163.1	chr10	78293842	78301003
1392559	AC010163.2	chr10	78352597	78356100
1392563	AL583852.1	chr10	78538391	78551719
1392568	AC016820.1	chr10	78696062	78697022
1392572	ZMIZ1-AS1	chr10	78943328	79067895
1392602	AL356753.1	chr10	79000484	79003803
1392606	ZMIZ1	chr10	79068966	79316528
1392734	PPIF	chr10	79347469	79355334
1392793	ZCCHC24	chr10	79382325	79445624
1392820	AL133481.1	chr10	79382328	79409274
1392824	AL133481.3	chr10	79504073	79506281
1392828	EIF5AL1	chr10	79512601	79516440
1392836	SFTPA2	chr10	79555852	79560407
1392901	SFTPA1	chr10	79610939	79615455
1392982	LINC02679	chr10	79628757	79632188
1392990	AL132656.2	chr10	79660891	79677996
1392997	NUTM2B-AS1	chr10	79661394	79826594
1393133	AL132656.3	chr10	79663192	79664786
1393136	NUTM2B	chr10	79703227	79714681
1393190	AL135925.1	chr10	79825902	79827602
1393193	NUTM2E	chr10	79841358	79850878
1393230	AL512662.2	chr10	79904898	79951029
1393245	SFTPD	chr10	79937740	79982614
1393282	SFTPD-AS1	chr10	79968213	79973213
1393285	TMEM254-AS1	chr10	80046860	80078912
1393304	TMEM254	chr10	80078646	80092557
1393435	PLAC9	chr10	80131682	80145359
1393476	ANXA11	chr10	80150889	80205572
1393663	LINC00857	chr10	80207372	80219657
1393676	MAT1A	chr10	80271820	80289658
1393721	AL359195.1	chr10	80333771	80334426
1393725	DYDC1	chr10	80336105	80356755
1393809	DYDC2	chr10	80344745	80368073
1393907	PRXL2A	chr10	80407829	80437115
1394008	TSPAN14	chr10	80454166	80533124
1394196	AC021028.1	chr10	80529597	80535942
1394200	SH2D4B	chr10	80537902	80646560
1394266	LINC02655	chr10	80649797	80653732
1394271	AL096706.1	chr10	81870778	81875133
1394275	NRG3	chr10	81875194	82987179
1394493	AC010157.2	chr10	82207620	82210345
1394497	AC010157.1	chr10	82224213	82229179
1394502	NRG3-AS1	chr10	82228985	82232920
1394514	LINC02650	chr10	83672406	83677122
1394521	AC069540.2	chr10	83708841	83724834
1394526	AL390786.1	chr10	83911654	83912922
1394530	AL603756.1	chr10	84138420	84140582
1394533	GHITM	chr10	84139509	84153568
1394557	CERNA2	chr10	84167228	84172093
1394561	C10orf99	chr10	84173801	84185294
1394576	CDHR1	chr10	84194537	84219621
1394716	LRIT2	chr10	84220495	84225589
1394741	RGR	chr10	84230666	84259960
1395018	LRIT1	chr10	84231520	84241546
1395032	LINC00858	chr10	84267747	84294659
1395086	CCSER2	chr10	84328586	84518521
1395245	LINC01519	chr10	85193421	85197958
1395250	AL358787.1	chr10	85199002	85212800
1395254	LINC02647	chr10	85378327	85432775
1395273	AC025428.1	chr10	85432863	85448961
1395278	LINC01520	chr10	85449592	85492001
1395299	GRID1-AS1	chr10	85577731	85607213
1395316	GRID1	chr10	85599552	86366795
1395392	AC022028.2	chr10	85644073	85648066
1395396	AL844892.2	chr10	86395187	86400943
1395408	AL844892.1	chr10	86402119	86403201
1395412	WAPL	chr10	86435256	86521792
1395575	AL731569.1	chr10	86521945	86525101
1395579	OPN4	chr10	86654547	86666848
1395657	LDB3	chr10	86668449	86736068
1395873	AC067750.1	chr10	86749754	86756298
1395876	BMPR1A	chr10	86756601	86932838
1396014	MMRN2	chr10	86935540	86969481
1396094	SNCG	chr10	86958599	86963258
1396135	ADIRF-AS1	chr10	86965345	86971311
1396149	ADIRF	chr10	86968432	86983934
1396181	AL136982.7	chr10	86970237	86970826
1396185	AL136982.2	chr10	87009785	87015782
1396189	FAM25A	chr10	87020294	87024730
1396201	GLUD1	chr10	87050202	87094843
1396244	SHLD2	chr10	87094161	87191468
1396302	AL136982.3	chr10	87113954	87115523
1396306	NUTM2A-AS1	chr10	87201647	87342612
1396500	AL157893.2	chr10	87203717	87206615
1396504	NUTM2A	chr10	87225448	87236908
1396543	LINC00863	chr10	87341685	87357882
1396574	NUTM2D	chr10	87357668	87370695
1396620	FAM245A	chr10	87396561	87435035
1396644	AL355334.2	chr10	87500337	87504837
1396648	MINPP1	chr10	87504875	87553461
1396694	AL138767.2	chr10	87591607	87606024
1396698	AL138767.3	chr10	87607985	87659279
1396704	AL138767.1	chr10	87610163	87660003
1396710	PAPSS2	chr10	87659613	87747705
1396779	ATAD1	chr10	87751512	87841343
1396834	KLLN	chr10	87859158	87863437
1396842	PTEN	chr10	87863625	87971930
1396887	AC063965.2	chr10	87878692	87880427
1396892	RNLS	chr10	88273864	88584530
1396951	LIPJ	chr10	88586753	88606976
1396993	LIPF	chr10	88664441	88678814
1397107	LIPK	chr10	88724544	88752756
1397130	LIPN	chr10	88761406	88778242
1397153	LIPM	chr10	88802730	88820546
1397199	ANKRD22	chr10	88819896	88851844
1397220	STAMBPL1	chr10	88879734	88975153
1397324	ACTA2-AS1	chr10	88932390	88940820
1397340	ACTA2	chr10	88935074	88991339
1397404	AL157394.3	chr10	88990045	88994249
1397407	FAS	chr10	88990531	89017059
1397706	AL157394.1	chr10	89015836	89017059
1397709	CH25H	chr10	89205629	89207317
1397717	LIPA	chr10	89213569	89414557
1397832	IFIT2	chr10	89283694	89309271
1397868	AL353751.1	chr10	89283765	89292125
1397882	IFIT3	chr10	89327997	89340971
1397901	IFIT1B	chr10	89378056	89385205
1397911	IFIT1	chr10	89392546	89406487
1397932	IFIT5	chr10	89414568	89420997
1397942	SLC16A12	chr10	89430299	89556641
1397973	SLC16A12-AS1	chr10	89456064	89468140
1397982	PANK1	chr10	89579497	89645572
1398046	AL157400.2	chr10	89645272	89652144
1398062	AL157400.1	chr10	89646289	89650822
1398066	AL157400.3	chr10	89667181	89701274
1398080	AL157400.4	chr10	89694295	89697928
1398084	KIF20B	chr10	89701610	89774939
1398263	LINC00865	chr10	89829483	89840861
1398278	LINC01374	chr10	89853595	90225443
1398287	LINC01375	chr10	89915489	89957373
1398298	AL139340.1	chr10	90059061	90099083
1398302	LINC02653	chr10	90402521	90628852
1398315	AL391704.1	chr10	90454170	90502968
1398328	AL391704.2	chr10	90462717	90467952
1398333	AL390862.1	chr10	90622143	90623611
1398336	HTR7	chr10	90740823	90858039
1398372	RPP30	chr10	90871716	90908553
1398517	ANKRD1	chr10	90912096	90921276
1398541	AL365434.1	chr10	90994620	91006390
1398545	AL365434.2	chr10	90997480	90997713
1398548	LINC00502	chr10	91033157	91062164
1398558	AL731553.1	chr10	91153669	91161315
1398562	PCGF5	chr10	91163012	91284337
1398646	HECTD2	chr10	91409280	91514829
1398801	PPP1R3C	chr10	91628442	91633071
1398811	TNKS2-AS1	chr10	91782835	91798304
1398824	TNKS2	chr10	91798426	91865475
1398884	FGFBP3	chr10	91906584	91909486
1398894	AL359198.1	chr10	91908131	91909348
1398898	BTAF1	chr10	91923770	92030325
1399079	CPEB3	chr10	92046692	92291078
1399155	MARCH5	chr10	92291167	92353964
1399186	AL161652.1	chr10	92423386	92427620
1399190	IDE	chr10	92451684	92574093
1399429	KIF11	chr10	92593130	92655395
1399479	HHEX	chr10	92689955	92695647
1399520	EXOC6	chr10	92826831	93059493
1399820	AL358613.1	chr10	93059663	93060426
1399824	CYP26C1	chr10	93060798	93069540
1399859	AL358613.2	chr10	93071972	93073466
1399863	CYP26A1	chr10	93073475	93077885
1399930	MYOF	chr10	93306429	93482334
1400292	CEP55	chr10	93496612	93529092
1400331	FFAR4	chr10	93566665	93604480
1400367	RBP4	chr10	93591687	93601744
1400435	PDE6C	chr10	93612537	93666010
1400489	FRA10AC1	chr10	93667883	93702592
1400539	LGI1	chr10	93757840	93806272
1400947	AL157396.1	chr10	93762453	93771991
1400951	AL358154.1	chr10	93772681	93788605
1400957	SLC35G1	chr10	93893973	93956062
1401030	PLCE1	chr10	94030812	94332823
1401238	PLCE1-AS2	chr10	94081950	94108814
1401306	AL139118.1	chr10	94109116	94121107
1401310	AL389885.1	chr10	94225160	94227288
1401314	PLCE1-AS1	chr10	94278681	94287478
1401331	AL139124.1	chr10	94314907	94315327
1401334	NOC3L	chr10	94333226	94362959
1401397	TBC1D12	chr10	94402541	94536332
1401437	HELLS	chr10	94501434	94613905
1401739	AL138759.1	chr10	94577439	94611238
1401743	CYP2C18	chr10	94683729	94736190
1401788	CYP2C19	chr10	94762681	94855547
1401831	CYP2C9	chr10	94938658	94990091
1401896	CYP2C8	chr10	95036772	95069497
1402114	AL157834.1	chr10	95109136	95168425
1402125	ACSM6	chr10	95194200	95228928
1402226	AL157834.2	chr10	95228243	95231144
1402230	PDLIM1	chr10	95237572	95291012
1402268	SORBS1	chr10	95311771	95561414
1403142	ALDH18A1	chr10	95605941	95656711
1403242	TCTN3	chr10	95663396	95694143
1403399	ENTPD1	chr10	95711779	95877266
1403589	ENTPD1-AS1	chr10	95732976	96090250
1403742	AL365273.1	chr10	95833508	95873758
1403746	CC2D2B	chr10	95907603	96032684
1404056	CCNJ	chr10	96043394	96060870
1404108	AC021037.1	chr10	96129055	96130528
1404111	ZNF518A	chr10	96129715	96205288
1404202	BLNK	chr10	96191702	96271587
1404402	AL136181.1	chr10	96292685	96306695
1404408	DNTT	chr10	96304409	96338564
1404463	OPALIN	chr10	96343221	96359365
1404555	TLL2	chr10	96364608	96513926
1404620	TM9SF3	chr10	96518110	96587452
